"","siteid","sitename","stream","source","lat","long","comid","siteclass","order","au","georef_ID305b_cycle","georef_notes","sed_tmdl","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","sampleid","year","sample_date","bankfull_width_m","bankfull_width_category","pct_fine","pct_fine_fraction","sample_FSBI","SMI2","SMI2_benchmark","BURP_sitescore","OE","OE_benchmark","OE_model","framework_fines_ref_benchmark","framework_FSBI_ref_benchmark","framework_SME75_benchmark","blm_fines_ref_benchmark","has_both"
"324","2017SCDAA008","2017SCDAA008","Cocolalla Creek","DEQ BURP",48.093824,-116.588706,24114251,"Foothills","1","ID17010214PN014_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","","2017SCDAA008","2017",NA,2.81666666666667,"< 10 m",20.73,"< 2.5 mm",115,75,53,2.33,NA,NA,NA,39.5,80,52,29,"Y"
"325","1994SIDFA086","1994SIDFA086","Edie Creek","DEQ BURP",44.37644,-112.604949,23227792,"Foothills","2","ID17040215SK010_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","1994SIDFA086","1994",NA,4.93333333333333,"< 10 m",52.88,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"326","2016SLEWA005","2016SLEWA005","Shattuck Creek","DEQ BURP",46.76904,-116.222327,23630832,"Foothills","2","ID17060308CL032_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060308,"Lower North Fork Clearwater","","2016SLEWA005","2016",NA,2.96666666666667,"< 10 m",73.14,"< 2.5 mm",25,53,53,2,NA,NA,NA,28.3,80,61,29,"Y"
"327","1996SIDFY014","1996SIDFY014","Fall Cree","DEQ BURP",43.26561,-111.427724,24441414,"Foothills","1","ID17040104SK006_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","","1996SIDFY014","1996",NA,1.5,"< 10 m",57.46,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"328","2001SIDFA132","2001SIDFA132","Diamond Creek","DEQ BURP",45.28461,-113.903882,23504814,"Foothills","1","ID17060203SL039_02",2022,NA,"N","17ab","Dry Intermontane Sagebrush Valleys","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","Other","2001SIDFA132","2001",NA,2,"< 10 m",41.05,"< 2.5 mm",70,57,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"329","1997SIDFM139","1997SIDFM139","Crooked Creek","DEQ BURP",44.261236,-112.715261,23227904,"Foothills","2","ID17040215SK021_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","1997SIDFM139","1997",NA,4.6,"< 10 m",76.92,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"330","545","099-14-I","Horsethief","USFS-PIBO",43.627134,-113.72718,23241116,"Foothills","2","ID17040218SK052_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost","Managed","9104","2016",2016-06-17,3.4,"< 10 m",42.17,"< 2 mm",35,NA,53,NA,0.326378,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"331","2001SIDFA062","2001SIDFA062","Patelzick Creek","DEQ BURP",44.357863,-112.276324,23224356,"Foothills","1","ID17040214SK026_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2001SIDFA062","2001",NA,1.55,"< 10 m",34.48,"< 2.5 mm",55,61,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"332","2001SCDAA006","2001SCDAA006","Cabin Creek","DEQ BURP",48.64519,-116.222319,22905379,"Foothills","1","ID17010104PN030_02",2022,NA,"N","15m","Kootenai Valley","CDA","NorthernRockies","Panhandle",17010104,"Lower Kootenai","Reference","2001SCDAA006","2001",NA,3.2,"< 10 m",20.5,"< 2.5 mm",95,68,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"333","1998SCDAB044","1998SCDAB044","Cascade Creek","DEQ BURP",48.727301,-116.416386,22905025,"Foothills","1","ID17010104PN014_02",2022,NA,"N","15m","Kootenai Valley","CDA","NorthernRockies","Panhandle",17010104,"Lower Kootenai","Other","1998SCDAB044","1998",NA,4.34333333333333,"< 10 m",24.26,"< 2.5 mm",160,72,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"334","2003SIDFA062","2003SIDFA062","Bull Pen, The","DEQ BURP",44.442862,-112.591007,23227944,"Foothills","1","ID17040215SK012_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","2003SIDFA062","2003",NA,1.83333333333333,"< 10 m",36.08,"< 2.5 mm",50,54,53,2.33,NA,NA,NA,39.5,80,52,29,"Y"
"335","2012SBOIA011","2012SBOIA011","Cottonwood Creek","DEQ BURP",44.746658,-117.010505,24194172,"Foothills","2","ID17050201SW003_02",2022,NA,"N","11i","Continental Zone Foothills","BOI","NorthernRockies","Southwest",17050201,"Brownlee Reservoir","","2012SBOIA011","2012",NA,2.03333333333333,"< 10 m",6.94,"< 2.5 mm",45,37,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"336","1997SIDFL051","1997SIDFL051","Cherry Gulch Creek","DEQ BURP",44.167501,-114.29452,23482441,"Foothills","1","ID17060201SL102_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060201,"Upper Salmon","","1997SIDFL051","1997",NA,1.88333333333333,"< 10 m",33.54,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"337","1997SIDFM015","1997SIDFM015","Fish Creek","DEQ BURP",43.682793,-111.558423,24471542,"Foothills","2","ID17040204SK006_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","1997SIDFM015","1997",NA,6.9,"< 10 m",25.58,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"338","325","067-05-I","Little Boulder","USFS-PIBO",46.769596,-116.439934,23607884,"Foothills","2","ID17060306CL050_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LRO","NorthernRockies","Clearwater",17060306,"Clearwater","Managed","9055","2016",2016-06-14,3.34,"< 10 m",54,"< 2 mm",40,NA,53,NA,0.438229,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"339","2018SPOCA027","2018SPOCA027","Deep Creek","DEQ BURP",43.05957,-111.08524,23134599,"Foothills","2","ID17040105SK002_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","2018SPOCA027","2018",NA,3.13333333333333,"< 10 m",24.28,"< 2.5 mm",95,69,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"340","2017SDEQA0347","2017SDEQA0347","North Fork Rainey Creek","DEQ BURP",43.530775,-111.162624,24440096,"Foothills","2","ID17040104SK028_02",2022,NA,"N","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040104,"Palisades","","2017SDEQA0347","2017",NA,2.83333333333333,"< 10 m",15.91,"< 2.5 mm",25,43,53,2,NA,NA,NA,28.3,80,61,29,"Y"
"341","1996SIDFY025","1996SIDFY025","Elk Creek","DEQ BURP",43.244452,-111.2279,24441634,"Foothills","2","ID17040104SK011_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","","1996SIDFY025","1996",NA,5.06666666666667,"< 10 m",51.23,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"342","1994SLEWA018","1994SLEWA018","Pine Creek","DEQ BURP",46.743675,-116.545877,23607308,"Foothills","2","ID17060306CL055_02",2022,NA,"Y","15f","Grassy Potlatch Ridges","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","","1994SLEWA018","1994",NA,4.73333333333333,"< 10 m",28.57,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"343","2013SIDFA045","2013SIDFA045","Moose Creek","DEQ BURP",43.562883,-111.048826,24469742,"Foothills","2","ID17040204SK039_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","2013SIDFA045","2013",NA,6.66666666666667,"< 10 m",1.86,"< 2.5 mm",135,65,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"344","1998SIDFB003","1998SIDFB003","Willow Creek","DEQ BURP",43.103162,-111.361719,23150312,"Foothills","1","ID17040205SK021_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040205,"Willow","Other","1998SIDFB003","1998",NA,4.86666666666667,"< 10 m",37.27,"< 2.5 mm",105,53,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"345","2015SIDFA015","2015SIDFA015","Packsaddle Creek","DEQ BURP",43.748529,-111.317421,24469482,"Foothills","2","ID17040204SK019_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","2015SIDFA015","2015",NA,3.1,"< 10 m",43.08,"< 2.5 mm",95,62,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"346","2001SIDFA024","2001SIDFA024","West Pine Creek","DEQ BURP",43.553731,-111.295348,24440016,"Foothills","2","ID17040104SK029_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","Other","2001SIDFA024","2001",NA,4.73333333333333,"< 10 m",18.4,"< 2.5 mm",185,74,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"347","2016SBOIA020","2016SBOIA020","Mann Creek","DEQ BURP",44.552348,-116.949238,24184770,"Foothills","2","ID17050124SW032_02",2022,NA,"N","11d","Melange","BOI","NorthernRockies","Southwest",17050124,"Weiser","","2016SBOIA020","2016",NA,5.06666666666667,"< 10 m",22.47,"< 2.5 mm",240,84,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"348","2015SIDFA017","2015SIDFA017","Henderson Creek","DEQ BURP",43.640319,-111.214132,24471090,"Foothills","2","ID17040204SK027_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","2015SIDFA017","2015",NA,1.53333333333333,"< 10 m",38.65,"< 2.5 mm",95,71,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"349","2001SIDFE078","2001SIDFE078","Wet Creek","DEQ BURP",44.045536,-113.453641,23233269,"Foothills","2","ID17040217SK024_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040217,"Little Lost","Other","2001SIDFE078","2001",NA,2.6,"< 10 m",9.33,"< 2.5 mm",135,63,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"350","3097","123-10-K","Rapid","USFS-PIBO",45.11565132,-116.5064833,23568891,"Foothills","1","ID17060210SL002_02",2022,NA,"N","11m","Subalpine-Alpine Zone","BRO/LRO","NorthernRockies","Salmon",17060210,"Little Salmon","Managed","10952","2019",2019-08-24,0.99,"< 10 m",65.14,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"351","2007SIDFA068","2007SIDFA068","Webber Creek","DEQ BURP",44.361359,-112.658056,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","2007SIDFA068","2007",NA,4.16666666666667,"< 10 m",31,"< 2.5 mm",130,73,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"352","SA-TR-51948","SA-TR-51948",NA,"BLM",44.781637,-113.677672,23513838,"Foothills","1","ID17060204SL015_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi",NA,NA,"2021",2021-08-25,0,"< 10 m",0,"< 2 mm",NA,NA,53,NA,NA,NA,"",39.5,80,52,29,"N"
"353","556","100-12-I","Boone","USFS-PIBO",43.896154,-113.920593,23238972,"Foothills","2","ID17040218SK042_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost","Managed","4231","2008",2008-07-24,1.66,"< 10 m",28.71,"< 2 mm",85,NA,53,NA,0.942,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"354","2001SCDAF009","2001SCDAF009","Benewah Creek","DEQ BURP",47.215309,-116.820448,23003841,"Foothills","1","ID17010304PN004_02T",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","CDA","NorthernRockies","Panhandle",17010304,"St. Joe","Other","2001SCDAF009","2001",NA,4,"< 10 m",41.62,"< 2.5 mm",45,49,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"355","1997SIDFL085","1997SIDFL085","Warm Spring Creek","DEQ BURP",45.016107,-113.600774,23514576,"Foothills","1","ID17060204SL060b_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","1997SIDFL085","1997",NA,2.9,"< 10 m",64.67,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"356","2002SPOCA050","2002SPOCA050","Haderlie Creek","DEQ BURP",43.009798,-111.105004,23134847,"Foothills","1","ID17040105SK003_02j",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Other","2002SPOCA050","2002",NA,1.78,"< 10 m",52.15,"< 2.5 mm",20,34,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"357","1997SIDFL086","1997SIDFL086","Pratt Creek","DEQ BURP",45.084051,-113.686734,23513444,"Foothills","1","ID17060204SL001_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","1997SIDFL086","1997",NA,3.18333333333333,"< 10 m",38.41,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"358","2021SIDFA005","2021SIDFA005","Cold Creek","DEQ BURP",44.411457,-112.655986,23227972,"Foothills","2","ID17040215SK011_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2021SIDFA005","2021",NA,2.26666666666667,"< 10 m",47.74,"< 2.5 mm",35,39,53,1.33,NA,NA,NA,28.3,80,61,29,"Y"
"359","489","092-14-IK","Haynes","USFS-PIBO",45.004375,-113.704515,23513306,"Foothills","2","ID17060204SL004_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","8013","2014",2014-07-06,2.79,"< 10 m",6.8,"< 2 mm",135,NA,53,NA,0.792072,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"360","2006SCDAA057","2006SCDAA057","Mokins Creek","DEQ BURP",47.780979,-116.662044,23015206,"Foothills","2","ID17010305PN008_02",2022,NA,"N","15s","Spokane Valley Outwash Plains","CDA","NorthernRockies","Panhandle",17010305,"Upper Spokane","Other","2006SCDAA057","2006",NA,3.86666666666667,"< 10 m",18.18,"< 2.5 mm",125,66,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"361","2011SPOCA026","2011SPOCA026","Cow Creek","DEQ BURP",42.793227,-111.077125,23135373,"Foothills","1","ID17040105SK006_02",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","2011SPOCA026","2011",NA,2.23333333333333,"< 10 m",49.68,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"362","2002SPOCA044","2002SPOCA044","Lanes Creek","DEQ BURP",42.933436,-111.222049,24479473,"Foothills","1","ID17040207SK018_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","Other","2002SPOCA044","2002",NA,2.40666666666667,"< 10 m",28.57,"< 2.5 mm",80,59,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"363","2017SPOCA047","2017SPOCA047","Kendall Canyon Creek","DEQ BURP",42.779029,-111.284259,24481433,"Foothills","1","ID17040207SK016_02h",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","","2017SPOCA047","2017",NA,2.5,"< 10 m",27.75,"< 2.5 mm",110,65,53,2.67,NA,NA,NA,39.5,80,52,29,"Y"
"364","2018SPOCA009","2018SPOCA009","White Dugway Creek","DEQ BURP",42.53607,-111.16694,23135923,"Foothills","2","ID17040105SK008_02a",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","2018SPOCA009","2018",NA,1.46666666666667,"< 10 m",38.71,"< 2.5 mm",45,46,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"365","804","124-18-I","Granite","USFS-PIBO",45.255563,-116.601818,24219865,"Foothills","2","ID17060101SL006_02",2022,NA,"N","11l","Mesic Forest Zone","LRO","NorthernRockies","Salmon",17060101,"Hells Canyon","Reference","4295","2008",2008-08-09,8.18,"< 10 m",13.73,"< 2 mm",150,NA,53,NA,0.736,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"366","2030","099-07-K","Marcroft","USFS-PIBO",43.652285,-113.735344,23241002,"Foothills","1","ID17040218SK052_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost","Managed","6107","2011",2011-06-22,2.25,"< 10 m",57.78,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"367","1273","019-05-I","Mokins","USFS-PIBO",47.782282,-116.666808,23015204,"Foothills","2","ID17010305PN008_02",2022,NA,"N","15s","Spokane Valley Outwash Plains","CRO","NorthernRockies","Panhandle",17010305,"Upper Spokane","Managed","11215","2020",2020-09-05,4.67,"< 10 m",94.29,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",28.3,80,61,29,"N"
"368","1415","130-04-K","Steves","USFS-PIBO",45.057595,-116.614673,24193344,"Foothills","1","ID17050201SW016_02",2022,NA,"N","11f","Canyons and Dissected Highlands","BRO","NorthernRockies","Southwest",17050201,"Brownlee Reservoir","Managed","8609","2015",2015-08-01,1.97,"< 10 m",53.47,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"369","1997SIDFM012","1997SIDFM012","Marlow Creek","DEQ BURP",43.664795,-111.48047,24470934,"Foothills","1","ID17040204SK006_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","1997SIDFM012","1997",NA,5.9,"< 10 m",43.68,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"370","1997SIDFM030","1997SIDFM030","Goldburg Creek","DEQ BURP",44.346345,-113.522083,23499825,"Foothills","1","ID17060202SL030_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","","1997SIDFM030","1997",NA,2.03333333333333,"< 10 m",30.91,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"371","1998SBOIA018","1998SBOIA018","Wilson Creek","DEQ BURP",43.382037,-115.438001,23387825,"Mountains","2","ID17050113SW005_02",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other","1998SBOIA018","1998",NA,4.36666666666667,"< 10 m",17.31,"< 2.5 mm",80,51,52,1.33,NA,NA,NA,28.3,145,54,29,"Y"
"372","2007SBOIA033","2007SBOIA033","Shingle Creek","DEQ BURP",45.373696,-116.460198,23570349,"Foothills","1","ID17060210SL002_02a",2022,NA,"N","11e","Wallowas/Seven Devils Mountains","BOI","NorthernRockies","Salmon",17060210,"Little Salmon","Other","2007SBOIA033","2007",NA,3.4,"< 10 m",17.28,"< 2.5 mm",165,72,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"373","3179","067-05-K","Little Boulder","USFS-PIBO",46.77114709,-116.4297383,23607884,"Foothills","2","ID17060306CL050_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LRO","NorthernRockies","Clearwater",17060306,"Clearwater","Managed","6439","2011",2011-06-22,3.27,"< 10 m",38.61,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",28.3,80,61,29,"N"
"374","83","017-15-I","Benton","USFS-PIBO",48.344596,-116.847714,22989933,"Foothills","1","ID17010215PN001_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010215,"Priest","Managed","6523","2012",2012-06-19,3.04,"< 10 m",41.57,"< 2 mm",140,NA,53,NA,0.623277,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"375","2012SBOIA012","2012SBOIA012","Middle Brownlee Creek","DEQ BURP",44.704106,-116.905602,24193250,"Foothills","2","ID17050201SW014_02",2022,NA,"N","11i","Continental Zone Foothills","BOI","NorthernRockies","Southwest",17050201,"Brownlee Reservoir","","2012SBOIA012","2012",NA,3.16666666666667,"< 10 m",11.31,"< 2.5 mm",165,53,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"376","2004SPOCA062","2004SPOCA062","Webster Canyon Creek","DEQ BURP",42.755479,-111.10684,23135405,"Foothills","2","ID17040105SK007_02e",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Other","2004SPOCA062","2004",NA,1.7,"< 10 m",59.15,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"377","2015SIDFA004","2015SIDFA004","Little Elk Creek","DEQ BURP",43.32524,-111.155529,24439636,"Foothills","2","ID17040104SK026_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","","2015SIDFA004","2015",NA,2.16666666666667,"< 10 m",11.52,"< 2.5 mm",60,57,53,2,NA,NA,NA,28.3,80,61,29,"Y"
"378","2017SDEQA0370","2017SDEQA0370","Haynes Creek","DEQ BURP",44.998112,-113.728118,23513310,"Foothills","2","ID17060204SL004_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","DEQ","NorthernRockies","Salmon",17060204,"Lemhi","","2017SDEQA0370","2017",NA,3.5,"< 10 m",3.05,"< 2.5 mm",145,73,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"379","482","092-04-I","Trail","USFS-PIBO",44.859958,-113.794453,23512786,"Foothills","2","ID17060204SL012_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","653","2004",2004-06-21,2.52,"< 10 m",5.94,"< 2 mm",180,NA,53,NA,0.975,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"380","2014SLEWA008","2014SLEWA008","Winter Creek","DEQ BURP",46.434732,-115.946119,23611082,"Foothills","2","ID17060306CL037_02",2022,NA,"N","15n","Weippe Prairie","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","","2014SLEWA008","2014",NA,4.73333333333333,"< 10 m",23.53,"< 2.5 mm",40,26,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"381","2013SDEQA221","2013SDEQA221","UNT to Eagle Creek","DEQ BURP",43.06058,-111.345439,23150412,"Foothills","1","ID17040205SK021_02",2022,NA,"N","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040205,"Willow","","2013SDEQA221","2013",NA,1.5,"< 10 m",61.96,"< 2.5 mm",105,83,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"382","1999SPOCA016","1999SPOCA016","Luthi Canyon","DEQ BURP",43.002539,-111.134604,23134873,"Foothills","1","ID17040105SK003_02i",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Other","1999SPOCA016","1999",NA,1,"< 10 m",50.56,"< 2.5 mm",45,50,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"383","1995STWFA091","1995STWFA091","Murdock Creek","DEQ BURP",43.808159,-114.410997,23252295,"Mountains","2","ID17040219SK017_02",2022,NA,"N","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Upper Snake",17040219,"Big Wood","","1995STWFA091","1995",NA,3.38333333333333,"< 10 m",31.1,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,28.3,145,54,29,"N"
"384","84","017-20-I","Cocolalla","USFS-PIBO",48.102206,-116.561761,24114251,"Foothills","1","ID17010214PN014_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","Managed","3628","2007",2007-06-12,3.31,"< 10 m",23.96,"< 2 mm",125,NA,53,NA,0.831,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"385","2001SCDAA047","2001SCDAA047","UNT to Boyer Slough","DEQ BURP",48.312245,-116.495946,24115275,"Foothills","1","ID17010214PN018_02b",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","Other","2001SCDAA047","2001",NA,1.91666666666667,"< 10 m",96.15,"< 2.5 mm",0,34,53,1.33,NA,NA,NA,39.5,80,52,29,"Y"
"386","2019SCDAA052","2019SCDAA052","Quartz Creek","DEQ BURP",48.334512,-116.923901,22989219,"Foothills","2","ID17010215PN029_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010215,"Priest","","2019SCDAA052","2019",NA,1.4,"< 10 m",94.84,"< 2.5 mm",20,61,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"387","1997SIDFL014","1997SIDFL014","South Moody Creek","DEQ BURP",43.672682,-111.47395,24469118,"Foothills","1","ID17040204SK006_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","1997SIDFL014","1997",NA,5.71666666666667,"< 10 m",71.6,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
